HA,4,47,w1,w2,w3,w4
883,6,21,-4,-2,0,1
884,6,21,-3,2,2,2
885,6,21,-2,-1,-4,0
886,6,21,-2,0,-1,4
887,6,21,0,4,1,2
888,6,21,1,-2,-4,0
889,6,21,2,-4,0,1
890,6,21,3,2,-2,-2
891,6,21,4,0,2,-1
892,6,22,-4,-1,-2,-1
893,6,22,-3,-3,2,0
894,6,22,-2,1,4,1
895,6,22,-2,3,0,-3
896,6,22,-1,1,4,-2
897,6,23,-3,-1,3,2
898,6,23,3,3,1,2
899,6,24,0,-2,-2,-4
900,6,24,2,0,4,-2
901,6,25,-1,2,2,-4
902,6,25,1,2,-2,4
903,6,25,2,1,2,-4
904,6,26,-4,0,1,3
905,6,26,-2,-3,2,-3
906,6,26,0,1,-3,-4
907,6,26,2,3,3,-2
908,6,26,3,4,-1,0
909,6,26,4,1,0,-3
910,6,27,-1,-1,-4,-3
911,6,27,-1,-1,3,-4
912,6,27,4,3,1,-1
913,6,29,-2,-4,-3,0
914,6,29,-2,-3,0,4
915,6,29,0,-2,-4,3
916,6,29,3,-4,0,-2
917,6,30,-4,2,-3,-1
918,6,30,-3,-1,-2,-4
919,6,30,-2,4,3,1
920,6,30,-1,-4,2,3
921,6,30,-1,4,3,-2
922,6,30,1,-4,2,-3
923,6,30,1,3,-4,2
924,6,30,2,3,-4,-1
925,6,30,2,4,-1,3
926,6,30,4,-2,1,-3
927,6,30,4,-1,-3,2
928,6,30,4,2,3,1
929,6,31,3,-3,3,2
930,6,32,0,0,4,4
931,6,33,-3,4,-2,-2
932,6,33,-2,3,-2,4
933,6,33,1,-4,0,4
934,6,33,2,-2,-4,-3
935,6,33,2,-2,3,-4
936,6,34,-4,-4,-1,-1
937,6,34,-4,3,0,3
938,6,34,-1,4,-4,-1
939,6,34,0,3,3,4
940,6,34,3,0,-3,-4
941,6,34,4,-1,4,1
942,6,35,-3,-1,-4,3
943,6,35,-1,-4,-3,-3
944,6,35,4,-3,3,-1
945,6,37,-4,4,-2,1
946,6,37,-2,-4,4,-1
947,6,37,2,4,1,-4
948,6,37,4,-2,-1,4
949,6,37,4,1,-2,4
950,6,38,-4,-3,2,3
951,6,38,-3,2,-3,-4
952,6,38,3,-3,-2,-4
953,6,38,3,2,3,4
954,6,40,-4,2,4,-2
955,6,40,-2,4,-4,2
956,6,40,4,-4,-2,2
957,6,40,4,2,-4,2
958,6,41,-4,0,-4,-3
959,6,41,-4,0,3,-4
960,6,41,4,-3,-4,0
961,6,42,-3,-4,-1,-4
962,6,42,-3,1,4,4
963,6,42,3,-1,4,4
964,6,42,4,4,-1,-3
965,6,43,-4,-3,-3,-3
966,6,43,-3,-4,-3,3
967,6,43,3,-3,-4,3
968,6,45,-4,3,2,-4
969,6,45,-3,-4,4,2
970,6,48,0,4,-4,-4
971,6,49,-1,-4,4,-4
972,6,50,-3,4,3,4
973,6,50,3,3,-4,-4
974,6,57,-4,-3,4,-4
975,6,57,4,4,-3,4
976,6,57,4,4,4,3
977,7,3,1,-1,1,0
978,7,5,-2,0,1,0
979,7,5,1,2,0,0
980,7,6,1,0,-1,-2
981,7,9,0,-2,-2,-1
982,7,10,-2,1,-1,-2
983,7,10,-1,2,2,-1
984,7,10,0,-3,0,1
985,7,10,1,1,2,2
986,7,10,2,1,2,-1
987,7,11,-1,0,1,-3
988,7,11,0,-1,1,3
989,7,11,0,1,-3,-1
990,7,12,-3,1,-1,1
991,7,12,-2,-2,0,-2
992,7,12,-1,-1,3,-1
993,7,12,3,-1,-1,1
994,7,13,-2,3,0,0
995,7,13,-1,-2,-2,2
996,7,13,0,2,0,3
997,7,14,-3,-2,0,1
998,7,14,0,3,-2,1
999,7,14,1,-3,0,-2
1000,7,15,-3,-1,-2,-1
1001,7,15,-1,1,-3,2
1002,7,15,2,-1,1,-3
1003,7,16,-2,2,2,2
1004,7,17,-2,-3,2,0
1005,7,17,2,0,-3,2
1006,7,17,2,2,0,-3
1007,7,17,4,1,0,0
1008,7,18,-2,-1,3,2
1009,7,18,-1,-1,-4,0
1010,7,18,-1,0,-1,4
1011,7,18,1,-2,3,2
1012,7,18,1,3,-2,-2
1013,7,18,2,-2,3,-1
1014,7,18,3,2,-2,1
1015,7,19,-3,0,1,3
1016,7,19,-1,1,4,1
1017,7,19,-1,3,0,-3
1018,7,19,3,0,-3,-1
1019,7,19,3,1,0,3
1020,7,21,0,1,4,-2
1021,7,21,1,-4,2,0
1022,7,21,2,-3,-2,2
1023,7,21,2,0,4,1
1024,7,21,4,-2,1,0
1025,7,22,1,4,1,2
1026,7,22,2,-1,-1,4
1027,7,22,2,4,1,-1
1028,7,22,4,-1,-1,-2
1029,7,23,-3,2,-3,-1
1030,7,23,-1,-3,2,-3
1031,7,23,2,3,3,1
1032,7,23,3,-3,-2,-1
1033,7,23,3,-2,1,3
1034,7,24,0,2,2,-4
1035,7,24,2,-2,-4,0
1036,7,24,4,0,2,2
1037,7,25,-4,-1,-2,2
1038,7,25,-2,-1,-2,-4
1039,7,25,1,-2,-2,-4
1040,7,26,-4,0,3,-1
1041,7,26,-1,-4,-3,0
1042,7,26,-1,-3,0,4
1043,7,26,0,-1,-4,-3
1044,7,26,0,-1,3,-4
1045,7,26,3,-4,0,1
1046,7,27,-4,1,1,-3
1047,7,27,-3,-4,-1,-1
1048,7,27,-3,3,0,3
1049,7,27,-1,4,3,1
1050,7,27,1,1,-3,-4
1051,7,28,-2,4,-2,-2
1052,7,28,2,2,-2,4
1053,7,28,4,2,-2,-2
1054,7,29,0,-4,2,3
1055,7,29,0,4,3,-2
1056,7,29,3,0,4,-2
1057,7,30,-4,3,2,-1
1058,7,30,-3,4,-2,1
1059,7,30,-2,-1,-4,3
1060,7,30,-1,3,-2,4
1061,7,30,1,-2,-4,3
1062,7,30,3,1,2,-4
1063,7,30,4,3,1,2
1064,7,31,-3,-3,2,3
1065,7,31,3,3,3,-2
1066,7,32,-4,0,-4,0
1067,7,33,-4,-2,2,-3
1068,7,33,-4,2,-3,2
1069,7,33,-3,2,4,-2
1070,7,33,-2,2,-3,-4
1071,7,33,0,4,-4,-1
1072,7,33,1,0,4,4
1073,7,33,2,-4,2,-3
1074,7,33,2,3,-4,2
1075,7,33,4,4,-1,0
1076,7,34,-4,-3,-3,0
1077,7,34,-4,1,-1,4
1078,7,34,-3,0,-4,-3
1079,7,34,-3,0,3,-4
1080,7,34,-1,-4,4,-1
1081,7,34,0,-4,-3,-3
1082,7,35,1,3,3,4
1083,7,35,3,3,-4,-1
1084,7,35,3,4,-1,3
1085,7,36,-4,-2,0,4
1086,7,36,-3,-3,-3,-3
1087,7,36,2,-4,0,4
1088,7,36,4,-4,0,-2
1089,7,37,-4,-4,-1,2
1090,7,37,-4,2,4,1
1091,7,37,-2,-4,-1,-4
1092,7,37,-2,1,4,4
1093,7,37,-1,4,-4,2
1094,7,38,-3,3,2,-4
1095,7,38,-2,-4,-3,3
1096,7,38,3,-2,-4,-3
1097,7,38,3,-2,3,-4
1098,7,38,4,-3,3,2
1099,7,40,-2,-4,4,2
1100,7,41,-4,4,0,-3
1101,7,41,4,0,-3,-4
1102,7,42,-4,-3,4,-1
1103,7,42,3,4,1,-4
1104,7,45,-2,4,3,4
1105,7,45,4,-3,-2,-4
1106,7,45,4,2,3,4
1107,7,48,0,-4,4,-4
1108,7,49,1,4,-4,-4
1109,7,49,4,-1,4,4
1110,7,50,-3,-3,4,-4
1111,7,50,4,-3,-4,3
1112,7,52,-4,4,-2,4
1113,7,57,4,3,-4,-4
1114,8,3,1,0,-1,1
1115,8,6,2,-1,1,0
1116,8,7,-2,1,-1,1
1117,8,7,-1,1,-1,-2
1118,8,8,2,2,0,0
1119,8,9,-2,-2,0,1
1120,8,9,-1,-2,0,-2
1121,8,9,0,2,2,-1
1122,8,9,2,0,-1,-2
1123,8,10,-2,-1,-2,-1
1124,8,10,-1,3,0,0
1125,8,10,0,0,1,-3
1126,8,10,1,-2,-2,-1
1127,8,11,0,-1,3,-1
1128,8,11,1,-3,0,1
1129,8,12,0,-2,-2,2
1130,8,12,1,-1,1,3
1131,8,12,1,1,-3,-1
1132,8,13,-1,2,2,2
1133,8,13,2,1,2,2
1134,8,14,-2,0,1,3
1135,8,14,-1,-3,2,0
1136,8,14,0,1,-3,2
1137,8,14,1,2,0,3
1138,8,15,-1,-1,3,2
1139,8,15,1,3,-2,1
1140,8,15,3,1,2,-1
1141,8,17,0,-1,-4,0
1142,8,17,0,0,-1,4
1143,8,17,2,-3,0,-2
1144,8,18,-4,1,1,0
1145,8,18,-3,-1,-2,2
1146,8,18,-2,2,-3,-1
1147,8,18,0,1,4,1
1148,8,18,0,3,0,-3
1149,8,19,-3,0,3,-1
1150,8,19,4,-1,-1,1
1151,8,20,-3,1,1,-3
1152,8,20,3,-1,1,-3
1153,8,21,-4,-1,0,-2
1154,8,21,2,-2,3,2
1155,8,21,2,3,-2,-2
1156,8,22,-2,-4,-1,-1
1157,8,22,-2,3,0,3
1158,8,22,-1,-1,-2,-4
1159,8,22,0,-3,2,-3
1160,8,22,1,1,4,-2
1161,8,22,3,0,-3,2
1162,8,22,3,2,0,-3
1163,8,23,-3,3,2,-1
1164,8,23,3,-2,3,-1
1165,8,24,-4,-2,2,0
1166,8,24,2,-4,2,0
1167,8,25,-4,2,-1,-2
1168,8,25,-3,0,-4,0
1169,8,25,-2,4,-2,1
1170,8,25,-1,4,-2,-2
1171,8,25,0,-4,-3,0
1172,8,25,0,-3,0,4
1173,8,25,1,2,2,-4
1174,8,25,2,4,1,2
1175,8,25,4,2,-2,1
1176,8,26,-3,-2,2,-3
1177,8,26,-3,2,-3,2
1178,8,26,-2,-3,2,3
1179,8,26,0,4,3,1
1180,8,26,3,-3,-2,2
1181,8,26,3,0,4,1
1182,8,26,4,0,-3,-1
1183,8,26,4,1,0,3
1184,8,27,-3,-3,-3,0
1185,8,27,-3,1,-1,4
1186,8,27,-1,-1,-4,3
1187,8,27,1,-1,-4,-3
1188,8,27,1,-1,3,-4
1189,8,27,3,-1,-1,4
1190,8,27,3,4,1,-1
1191,8,28,-2,2,4,-2
1192,8,28,2,-2,-2,-4
1193,8,28,3,3,3,1
1194,8,29,-4,0,3,2
1195,8,29,-3,-2,0,4
1196,8,29,-2,0,-4,-3
1197,8,29,-2,0,3,-4
1198,8,29,0,3,-2,4
1199,8,29,3,-2,-4,0
1200,8,30,-3,-4,-1,2
1201,8,30,-3,2,4,1
1202,8,30,-1,2,-3,-4
1203,8,30,1,-4,2,3
1204,8,30,1,4,3,-2
1205,8,30,2,1,-3,-4
1206,8,30,4,-3,-2,-1
1207,8,30,4,-2,1,3
1208,8,31,-2,-3,-3,-3
1209,8,32,-4,4,0,0
1210,8,33,-4,3,2,2
1211,8,33,-2,3,2,-4
1212,8,33,0,-4,4,-1
1213,8,33,2,-2,-4,3
1214,8,33,3,2,-2,4
1215,8,33,4,-4,0,1
1216,8,34,-3,4,0,-3
1217,8,34,-1,-4,-1,-4
1218,8,34,-1,1,4,4
1219,8,34,1,4,-4,-1
1220,8,35,-3,-3,4,-1
1221,8,35,-1,-4,-3,3
1222,8,35,1,-4,-3,-3
1223,8,36,-4,0,-2,-4
1224,8,36,0,4,-4,2
1225,8,36,2,0,4,4
1226,8,36,4,0,4,-2
1227,8,37,-4,-4,1,-2
1228,8,37,-1,-4,4,2
1229,8,37,4,1,2,-4
1230,8,38,2,3,3,4
1231,8,38,3,-4,2,-3
1232,8,38,3,3,-4,2
1233,8,38,4,3,3,-2
1234,8,41,-4,0,-4,3
1235,8,41,3,-4,0,4
1236,8,42,-4,-3,-1,-4
1237,8,42,-1,4,3,4
1238,8,42,4,3,-4,-1
1239,8,42,4,4,-1,3
1240,8,43,-4,-3,-3,3
1241,8,45,-4,-3,4,2
1242,8,45,-3,4,-2,4
1243,8,45,-2,-3,4,-4
1244,8,45,4,-2,-4,-3
1245,8,45,4,-2,3,-4
1246,8,49,1,-4,4,-4
1247,8,49,4,4,1,-4
1248,8,50,-4,3,-3,-4
1249,8,52,-4,2,4,4
1250,8,52,2,4,-4,-4
1251,9,4,-1,1,-1,1
1252,9,6,-1,-2,0,1
1253,9,6,0,1,-1,-2
1254,9,6,2,0,-1,1
1255,9,7,-1,-1,-2,-1
1256,9,8,0,-2,0,-2
1257,9,9,0,3,0,0
1258,9,10,1,2,2,-1
1259,9,11,-3,1,1,0
1260,9,11,-1,0,1,3
1261,9,11,1,0,1,-3
1262,9,11,3,-1,1,0
1263,9,12,0,2,2,2
1264,9,12,1,-1,3,-1
1265,9,13,-2,-1,-2,2
1266,9,13,0,-3,2,0
1267,9,13,1,-2,-2,2
1268,9,13,2,-2,-2,-1
1269,9,13,3,2,0,0
1270,9,14,-3,-1,0,-2
1271,9,14,-2,0,3,-1
1272,9,14,0,-1,3,2
1273,9,14,2,-3,0,1
1274,9,14,3,0,-1,-2
1275,9,15,-2,1,1,-3
1276,9,15,-1,2,-3,-1
1277,9,15,1,1,-3,2
1278,9,15,2,-1,1,3
1279,9,15,2,1,-3,-1
1280,9,17,-3,-2,2,0
1281,9,17,2,2,0,3
1282,9,18,-4,-1,0,1
1283,9,18,-3,2,-1,-2
1284,9,18,-2,3,2,-1
1285,9,18,1,-1,-4,0
1286,9,18,1,0,-1,4
1287,9,18,2,3,-2,1
1288,9,18,3,1,2,2
1289,9,19,-1,-4,-1,-1
1290,9,19,-1,3,0,3
1291,9,19,1,1,4,1
1292,9,19,1,3,0,-3
1293,9,20,-2,0,-4,0
1294,9,21,-4,0,-2,-1
1295,9,21,-2,-2,2,-3
1296,9,21,-2,2,-3,2
1297,9,21,0,-1,-2,-4
1298,9,22,-4,2,-1,1
1299,9,22,-3,0,3,2
1300,9,22,-2,-3,-3,0
1301,9,22,-2,1,-1,4
1302,9,22,-1,4,-2,1
1303,9,22,3,-3,0,-2
1304,9,22,4,1,2,-1
1305,9,23,-1,-3,2,3
1306,9,23,1,-3,2,-3
1307,9,24,-2,-2,0,4
1308,9,24,0,4,-2,-2
1309,9,25,-3,4,0,0
1310,9,25,-2,-4,-1,2
1311,9,25,-2,2,4,1
1312,9,25,-1,2,4,-2
1313,9,25,2,1,4,-2
1314,9,26,-3,3,2,2
1315,9,26,-1,0,-4,-3
1316,9,26,-1,0,3,-4
1317,9,26,0,-1,-4,3
1318,9,26,1,-4,-3,0
1319,9,26,1,-3,0,4
1320,9,26,3,-2,3,2
1321,9,26,3,3,-2,-2
1322,9,27,-4,-3,-1,-1
1323,9,27,-4,1,1,3
1324,9,27,1,4,3,1
1325,9,27,4,-1,1,-3
1326,9,28,-1,-3,-3,-3
1327,9,28,2,2,2,-4
1328,9,29,-3,0,-2,-4
1329,9,29,-2,4,0,-3
1330,9,29,0,2,-3,-4
1331,9,29,3,-4,2,0
1332,9,29,4,0,-3,2
1333,9,29,4,2,0,-3
1334,9,30,-3,-4,1,-2
1335,9,30,-2,-3,4,-1
1336,9,30,-1,3,2,-4
1337,9,30,1,3,-2,4
1338,9,30,2,-1,-4,-3
1339,9,30,2,-1,3,-4
1340,9,30,3,4,1,2
1341,9,30,4,-2,3,-1
1342,9,33,-4,-2,2,3
1343,9,33,0,-4,-1,-4
1344,9,33,0,1,4,4
1345,9,33,2,-4,2,3
1346,9,33,2,4,3,-2
1347,9,33,3,-2,-2,-4
1348,9,33,4,-3,-2,2
1349,9,33,4,0,4,1
1350,9,34,-4,-4,1,1
1351,9,34,-3,0,-4,3
1352,9,34,0,-4,-3,3
1353,9,34,1,-4,4,-1
1354,9,34,4,-1,-1,4
1355,9,34,4,4,1,-1
1356,9,35,-4,3,-3,-1
1357,9,35,-3,-3,-1,-4
1358,9,35,3,1,-3,-4
1359,9,35,4,3,3,1
1360,9,36,-3,-3,-3,3
1361,9,36,0,-4,4,2
1362,9,36,4,-2,-4,0
1363,9,37,1,4,-4,2
1364,9,37,2,4,-4,-1
1365,9,38,-4,-2,-3,-3
1366,9,38,-3,-3,4,2
1367,9,38,2,-4,-3,-3
1368,9,38,3,-2,-4,3
1369,9,40,-2,4,-2,4
1370,9,40,4,2,-2,4
1371,9,41,-4,4,0,3
1372,9,41,0,4,3,4
1373,9,41,3,0,4,4
1374,9,42,-4,1,-4,-3
1375,9,42,-4,1,3,-4
1376,9,42,-1,-3,4,-4
1377,9,43,-3,3,-3,-4
1378,9,43,3,3,3,4
1379,9,45,-4,3,4,-2
1380,9,45,-3,2,4,4
1381,9,45,4,-4,2,-3
1382,9,45,4,3,-4,2
1383,9,48,4,-4,0,4
1384,9,52,-4,-2,4,-4
1385,9,52,-4,4,2,-4
1386,9,52,2,-4,4,-4
1387,9,57,3,4,-4,-4
1388,10,3,0,1,-1,1
1389,10,5,0,-2,0,1
1390,10,6,-2,1,1,0
1391,10,6,0,-1,-2,-1
1392,10,7,1,1,-1,-2
1393,10,9,-2,-1,0,-2
1394,10,9,1,-2,0,-2
1395,10,10,-1,-1,-2,2
1396,10,10,0,0,1,3
1397,10,10,1,3,0,0
1398,10,11,-3,-1,0,1
1399,10,11,-1,0,3,-1
1400,10,11,3,0,-1,1
1401,10,12,-2,-2,2,0
1402,10,12,-1,1,1,-3
1403,10,13,-2,2,-1,-2
1404,10,13,1,2,2,2
1405,10,13,2,2,2,-1
1406,10,14,-3,0,-2,-1
1407,10,14,0,2,-3,-1
1408,10,14,1,-3,2,0
1409,10,14,2,0,1,-3
1410,10,15,-3,2,-1,1
1411,10,15,-1,3,2,-1
1412,10,15,1,-1,3,2
1413,10,15,2,-1,3,-1
1414,10,16,2,-2,-2,2
1415,10,17,-2,0,3,2
1416,10,17,-1,0,-4,0
1417,10,18,-1,-2,2,-3
1418,10,18,-1,2,-3,2
1419,10,18,0,-4,-1,-1
1420,10,18,0,3,0,3
1421,10,18,2,1,-3,2
1422,10,18,3,-2,-2,-1
1423,10,18,4,-1,1,0
1424,10,19,-1,-3,-3,0
1425,10,19,-1,1,-1,4
1426,10,19,3,-3,0,1
1427,10,20,-3,-3,-1,-1
1428,10,20,-3,1,1,3
1429,10,20,-2,4,0,0
1430,10,20,3,-1,1,3
1431,10,20,3,1,-3,-1
1432,10,20,4,2,0,0
1433,10,21,-2,3,2,2
1434,10,21,-1,-2,0,4
1435,10,21,0,4,-2,1
1436,10,21,2,-1,-4,0
1437,10,21,2,0,-1,4
1438,10,21,4,0,-1,-2
1439,10,22,-1,-4,-1,2
1440,10,22,-1,2,4,1
1441,10,22,0,-3,2,3
1442,10,22,1,-1,-2,-4
1443,10,22,2,1,4,1
1444,10,22,2,3,0,-3
1445,10,22,3,2,0,3
1446,10,23,3,3,-2,1
1447,10,24,-4,0,-2,2
1448,10,24,-2,0,-2,-4
1449,10,24,0,2,4,-2
1450,10,25,-2,-4,1,-2
1451,10,25,0,0,-4,-3
1452,10,25,0,0,3,-4
1453,10,25,1,4,-2,-2
1454,10,25,4,1,2,2
1455,10,26,-3,-2,2,3
1456,10,26,-1,4,0,-3
1457,10,26,2,-3,2,-3
1458,10,27,-4,1,3,-1
1459,10,27,-3,-4,1,1
1460,10,27,-1,-3,4,-1
1461,10,27,0,-3,-3,-3
1462,10,27,1,-1,-4,3
1463,10,28,-3,3,-3,-1
1464,10,29,-4,-2,-3,0
1465,10,29,-2,0,-4,3
1466,10,29,0,3,2,-4
1467,10,29,2,-4,-3,0
1468,10,29,2,-3,0,4
1469,10,29,4,-3,0,-2
1470,10,30,-4,-3,-1,2
1471,10,30,-4,-1,2,-3
1472,10,30,-4,2,1,-3
1473,10,30,-2,-3,-1,-4
1474,10,30,1,2,-3,-4
1475,10,30,2,4,3,1
1476,10,30,3,1,4,-2
1477,10,31,-3,-2,-3,-3
1478,10,31,-2,-3,-3,3
1479,10,33,-4,-1,0,4
1480,10,33,-4,1,-4,0
1481,10,33,-2,-3,4,2
1482,10,33,2,3,-2,4
1483,10,33,3,2,2,-4
1484,10,33,4,-2,3,2
1485,10,33,4,3,-2,-2
1486,10,34,-3,4,0,3
1487,10,34,1,-4,-1,-4
1488,10,34,1,1,4,4
1489,10,35,-3,1,-4,-3
1490,10,35,-3,1,3,-4
1491,10,35,1,-4,-3,3
1492,10,35,3,-1,-4,-3
1493,10,35,3,-1,3,-4
1494,10,36,4,-4,2,0
1495,10,37,-4,-2,4,-1
1496,10,37,-4,2,-1,4
1497,10,37,-4,4,2,-1
1498,10,37,-1,4,-2,4
1499,10,37,1,-4,4,2
1500,10,37,2,-4,4,-1
1501,10,37,4,4,1,2
1502,10,38,-4,3,-3,2
1503,10,38,-3,3,4,-2
1504,10,38,-2,3,-3,-4
1505,10,38,3,-4,2,3
1506,10,38,3,4,3,-2
1507,10,40,-2,2,4,4
1508,10,40,2,4,-4,2
1509,10,40,4,-2,-2,-4
1510,10,41,0,-3,4,-4
1511,10,42,-4,3,4,1
1512,10,42,1,4,3,4
1513,10,42,3,4,-4,-1
1514,10,42,4,1,-3,-4
1515,10,43,3,-4,-3,-3
1516,10,45,-3,-2,4,-4
1517,10,45,-3,4,2,-4
1518,10,45,4,-2,-4,3
1519,10,48,4,0,4,4
1520,10,49,-4,-4,1,4
1521,10,50,-4,-4,3,-3
1522,10,50,4,3,3,4
1523,10,52,-4,-4,-4,-2
1524,10,57,3,-4,4,-4
1525,10,64,4,4,-4,-4
1526,11,4,1,1,-1,1
1527,11,5,2,0,1,0
1528,11,6,-2,-1,0,1
1529,11,6,-1,-1,0,-2
1530,11,6,1,-2,0,1
1531,11,7,1,-1,-2,-1
1532,11,9,-2,0,-2,-1
1533,11,9,-1,-2,2,0
1534,11,9,0,-1,-2,2
1535,11,10,-2,2,-1,1
1536,11,10,-1,2,-1,-2
1537,11,10,0,0,3,-1
1538,11,10,2,1,-1,-2
1539,11,11,0,1,1,-3
1540,11,11,1,0,1,3
1541,11,12,2,-2,0,-2
1542,11,13,2,3,0,0
1543,11,14,-1,0,3,2
1544,11,14,0,3,2,-1
1545,11,15,-2,-3,-1,-1
1546,11,15,-2,1,1,3
1547,11,15,1,2,-3,-1
1548,11,16,0,0,-4,0
1549,11,16,2,2,2,2
1550,11,17,-3,0,-2,2
1551,11,17,-1,4,0,0
1552,11,17,0,-2,2,-3
1553,11,17,0,2,-3,2
1554,11,17,2,-3,2,0
1555,11,18,-1,3,2,2
1556,11,18,0,-3,-3,0
1557,11,18,0,1,-1,4
1558,11,18,2,-1,3,2
1559,11,18,3,2,2,-1
1560,11,18,4,0,-1,1
1561,11,19,1,-4,-1,-1
1562,11,19,1,3,0,3
1563,11,19,3,0,1,-3
1564,11,20,-4,0,0,-2
1565,11,20,-3,1,3,-1
1566,11,20,0,-2,0,4
1567,11,20,3,-1,3,-1
1568,11,21,-4,-1,2,0
1569,11,21,-4,2,1,0
1570,11,21,-2,-2,2,3
1571,11,21,-1,0,-2,-4
1572,11,21,0,-4,-1,2
1573,11,21,0,2,4,1
1574,11,21,3,-2,-2,2
1575,11,22,-3,-2,-3,0
1576,11,22,-2,-4,1,1
1577,11,22,-1,-4,1,-2
1578,11,22,1,4,-2,1
1579,11,23,-3,-3,-1,2
1580,11,23,-3,-1,2,-3
1581,11,23,-3,2,1,-3
1582,11,23,-2,3,-3,-1
1583,11,23,1,-3,2,3
1584,11,23,3,1,-3,2
1585,11,25,0,4,0,-3
1586,11,25,1,2,4,-2
1587,11,25,2,-1,-2,-4
1588,11,25,4,-2,-2,-1
1589,11,26,-3,-1,0,4
1590,11,26,-3,1,-4,0
1591,11,26,-2,-2,-3,-3
1592,11,26,-1,0,-4,3
1593,11,26,0,-3,4,-1
1594,11,26,1,0,-4,-3
1595,11,26,1,0,3,-4
1596,11,26,3,-1,-4,0
1597,11,26,3,0,-1,4
1598,11,26,4,-3,0,1
1599,11,27,-1,-3,-1,-4
1600,11,27,3,1,4,1
1601,11,27,3,3,0,-3
1602,11,27,4,-1,1,3
1603,11,27,4,1,-3,-1
1604,11,28,-1,-3,-3,3
1605,11,28,1,-3,-3,-3
1606,11,28,2,4,-2,-2
1607,11,29,-2,4,0,3
1608,11,29,4,2,0,3
1609,11,30,-4,-3,1,-2
1610,11,30,-4,1,3,2
1611,11,30,-4,3,-1,-2
1612,11,30,-3,-2,4,-1
1613,11,30,-3,2,-1,4
1614,11,30,-3,4,2,-1
1615,11,30,-2,1,-4,-3
1616,11,30,-2,1,3,-4
1617,11,30,-1,-3,4,2
1618,11,30,1,3,2,-4
1619,11,30,2,-1,-4,3
1620,11,30,4,3,-2,1
1621,11,31,-3,3,-3,2
1622,11,31,3,-3,2,-3
1623,11,33,-2,3,4,-2
1624,11,33,2,2,-3,-4
1625,11,34,3,-4,-3,0
1626,11,34,3,-3,0,4
1627,11,35,-3,3,4,1
1628,11,35,-1,3,-3,-4
1629,11,35,3,4,3,1
1630,11,36,0,4,-2,4
1631,11,37,-4,-2,-1,-4
1632,11,37,-4,1,-2,-4
1633,11,37,-1,2,4,4
1634,11,37,2,-4,-1,-4
1635,11,37,2,1,4,4
1636,11,37,4,1,4,-2
1637,11,38,-4,-2,-3,3
1638,11,38,2,-4,-3,3
1639,11,38,3,3,-2,4
1640,11,40,-4,-2,4,2
1641,11,40,-4,4,2,2
1642,11,40,-2,-2,4,-4
1643,11,40,-2,4,2,-4
1644,11,40,2,-4,4,2
1645,11,40,4,2,2,-4
1646,11,41,-4,-4,3,0
1647,11,42,-4,1,-4,3
1648,11,42,-3,-4,1,4
1649,11,42,1,-3,4,-4
1650,11,42,3,-4,4,-1
1651,11,42,4,-1,-4,-3
1652,11,42,4,-1,3,-4
1653,11,43,-3,-4,3,-3
1654,11,45,-3,-4,-4,-2
1655,11,45,2,4,3,4
1656,11,45,3,4,-4,2
1657,11,45,4,-4,2,3
1658,11,45,4,4,3,-2
1659,11,49,-4,-4,-4,1
1660,11,49,4,4,-4,-1
1661,11,50,4,-4,-3,-3
1662,11,57,-4,3,4,4
1663,11,57,-4,4,-3,-4
1664,11,64,4,-4,4,-4
1665,12,3,-1,-1,0,1
1666,12,5,0,-1,0,-2
1667,12,6,-1,0,-2,-1
1668,12,7,-1,2,-1,1
1669,12,7,2,1,-1,1
1670,12,8,0,-2,2,0
1671,12,9,0,2,-1,-2
1672,12,9,2,-2,0,1
1673,12,10,1,-1,-2,2
1674,12,10,2,-1,-2,-1
1675,12,10,3,0,1,0
1676,12,11,1,0,3,-1
1677,12,12,-2,0,-2,2
1678,12,12,-1,-3,-1,-1
1679,12,12,-1,1,1,3
1680,12,12,1,1,1,-3
1681,12,13,-3,0,0,-2
1682,12,13,0,0,3,2
1683,12,14,-3,-1,2,0
1684,12,14,-3,2,1,0
1685,12,14,2,0,1,3
1686,12,15,-2,1,3,-1
1687,12,15,1,3,2,-1
1688,12,15,3,1,-1,-2
1689,12,16,0,4,0,0
1690,12,17,-4,0,0,1
1691,12,17,-2,-2,-3,0
1692,12,17,0,3,2,2
1693,12,17,1,0,-4,0
1694,12,17,3,-2,0,-2
1695,12,18,-2,-3,-1,2
1696,12,18,-2,-1,2,-3
1697,12,18,-2,2,1,-3
1698,12,18,-1,-2,2,3
1699,12,18,1,-2,2,-3
1700,12,18,1,2,-3,2
1701,12,18,2,2,-3,-1
1702,12,18,3,3,0,0
1703,12,19,-1,-4,1,1
1704,12,19,1,-3,-3,0
1705,12,19,1,1,-1,4
1706,12,20,-1,3,-3,-1
1707,12,20,0,0,-2,-4
1708,12,21,-2,-1,0,4
1709,12,21,-2,1,-4,0
1710,12,21,0,-4,1,-2
1711,12,21,1,-2,0,4
1712,12,21,3,2,2,2
1713,12,22,-4,-2,-1,-1
1714,12,22,-4,1,-2,-1
1715,12,22,1,-4,-1,2
1716,12,22,1,2,4,1
1717,12,22,2,-4,-1,-1
1718,12,22,2,3,0,3
1719,12,22,3,-3,2,0
1720,12,23,-3,-3,1,-2
1721,12,23,-3,1,3,2
