HA,4,79,w1,w2,w3,w4
882,10,35,-3,4,3,-1
883,10,35,-1,3,3,-4
884,10,35,3,-3,-1,4
885,10,36,4,-4,2,0
886,10,37,2,-1,4,-4
887,10,37,4,-4,-1,-2
888,10,37,4,-1,4,2
889,10,38,-3,-4,-3,2
890,10,38,3,-4,2,-3
891,10,38,3,-3,-4,2
892,10,40,-2,-2,-4,-4
893,10,41,-3,-4,0,4
894,10,41,0,4,-3,4
895,10,42,-4,-4,-3,-1
896,10,42,1,-3,-4,-4
897,10,43,3,3,-3,4
898,10,49,-4,1,4,-4
899,10,50,-4,-4,3,3
900,10,57,-4,4,3,-4
901,10,64,4,-4,-4,-4
902,11,5,2,0,1,0
903,11,6,0,-2,-1,1
904,11,6,0,1,-2,1
905,11,9,-1,-2,2,0
906,11,10,-1,-2,-1,-2
907,11,10,-1,1,-2,-2
908,11,11,0,1,1,3
909,11,11,1,0,1,-3
910,11,12,-3,-1,-1,1
911,11,12,2,0,-2,-2
912,11,13,2,3,0,0
913,11,14,3,0,-2,1
914,11,15,-2,1,1,-3
915,11,17,-1,4,0,0
916,11,17,0,-2,2,3
917,11,17,2,-3,2,0
918,11,18,-3,2,-2,1
919,11,18,1,0,4,-1
920,11,18,2,-3,-1,-2
921,11,19,1,3,0,-3
922,11,19,3,0,1,3
923,11,20,1,3,3,-1
924,11,20,3,-3,-1,1
925,11,21,-4,-1,2,0
926,11,21,-4,2,1,0
927,11,21,-2,-2,2,-3
928,11,21,0,-2,-4,-1
929,11,22,-4,-1,-1,-2
930,11,22,-2,-1,-1,4
931,11,22,-2,1,4,-1
932,11,22,-1,1,4,2
933,11,22,1,-2,-1,4
934,11,22,1,1,-2,4
935,11,23,-3,-1,2,3
936,11,23,-3,2,1,3
937,11,23,1,-3,2,-3
938,11,24,2,0,4,2
939,11,25,-2,-1,-4,2
940,11,25,0,4,0,3
941,11,25,1,-2,-4,2
942,11,26,-3,-4,0,1
943,11,26,0,4,-3,1
944,11,26,2,3,-3,-2
945,11,26,2,3,3,2
946,11,27,-3,-1,-4,-1
947,11,27,3,3,0,3
948,11,27,4,-1,1,-3
949,11,28,-4,2,-2,-2
950,11,28,-2,2,-2,4
951,11,28,3,3,-3,1
952,11,29,-2,4,0,-3
953,11,29,4,2,0,-3
954,11,30,-2,4,3,-1
955,11,30,-1,4,-3,-2
956,11,30,-1,4,3,2
957,11,30,4,2,3,-1
958,11,31,3,-3,2,3
959,11,32,0,0,4,-4
960,11,33,-2,-4,-3,2
961,11,34,0,3,3,-4
962,11,34,4,-1,4,-1
963,11,35,-3,-4,-3,-1
964,11,35,3,-3,-4,-1
965,11,36,-4,-4,0,-2
966,11,36,-2,-4,0,4
967,11,36,4,0,-2,4
968,11,37,-1,-2,-4,-4
969,11,38,3,2,3,-4
970,11,40,-4,2,4,2
971,11,41,-4,-4,3,0
972,11,42,-3,1,4,-4
973,11,42,1,4,-3,4
974,11,42,3,-1,4,-4
975,11,42,4,-3,-1,4
976,11,43,-3,-4,3,3
977,11,45,2,-3,-4,-4
978,11,45,4,-4,2,-3
979,11,45,4,-3,-4,2
980,11,49,-4,-1,-4,-4
981,11,50,-3,4,3,-4
982,11,50,4,3,-3,4
983,11,57,-4,-4,-3,-4
984,12,7,-2,-1,-1,1
985,12,7,1,-2,-1,1
986,12,7,1,1,-2,1
987,12,8,0,-2,2,0
988,12,9,0,-2,-1,-2
989,12,9,0,1,-2,-2
990,12,10,3,0,1,0
991,12,12,-1,1,1,-3
992,12,12,1,1,1,3
993,12,13,-2,2,-2,1
994,12,14,-3,-1,2,0
995,12,14,-3,2,1,0
996,12,14,2,0,1,-3
997,12,15,-3,-1,-1,-2
998,12,16,0,4,0,0
999,12,17,3,0,-2,-2
1000,12,18,-2,-1,2,3
1001,12,18,-2,2,1,3
1002,12,18,-1,-2,2,-3
1003,12,18,1,-2,2,3
1004,12,18,3,3,0,0
1005,12,19,-1,-1,-1,4
1006,12,19,-1,1,4,-1
1007,12,21,-3,2,-2,-2
1008,12,21,-2,-4,0,1
1009,12,21,0,1,4,2
1010,12,21,2,0,4,-1
1011,12,21,4,0,-2,1
1012,12,22,-2,-1,-4,-1
1013,12,22,-1,-1,-4,2
1014,12,22,1,-2,-4,-1
1015,12,22,2,3,0,-3
1016,12,22,3,-3,2,0
1017,12,23,2,3,3,-1
1018,12,23,3,-3,-1,-2
1019,12,25,-1,2,-2,4
1020,12,25,2,-2,-1,4
1021,12,25,2,1,-2,4
1022,12,26,-1,4,0,-3
1023,12,26,1,4,0,3
1024,12,26,2,-3,2,-3
1025,12,26,4,0,1,3
1026,12,27,-1,4,3,-1
1027,12,27,1,4,-3,1
1028,12,27,4,-3,-1,1
1029,12,28,2,-2,-4,2
1030,12,29,-3,-4,0,-2
1031,12,29,0,4,-3,-2
1032,12,29,0,4,3,2
1033,12,29,3,0,4,2
1034,12,30,-4,-1,2,-3
1035,12,30,-4,2,1,-3
1036,12,30,-2,-4,-3,-1
1037,12,30,-1,-4,-3,2
1038,12,31,3,3,-3,-2
1039,12,31,3,3,3,2
1040,12,33,-4,0,-1,4
1041,12,33,-3,2,4,2
1042,12,33,-1,-4,0,4
1043,12,33,1,0,4,-4
1044,12,34,-3,-4,3,0
1045,12,34,4,3,0,3
1046,12,35,1,3,3,-4
1047,12,35,4,3,-3,1
1048,12,36,-4,0,-4,2
1049,12,36,0,-2,-4,-4
1050,12,37,-4,2,4,-1
1051,12,37,-2,1,4,-4
1052,12,38,-4,-3,-3,2
1053,12,38,-2,-4,3,3
1054,12,38,4,-3,2,3
1055,12,41,-4,-3,0,4
1056,12,42,-3,-1,-4,-4
1057,12,42,4,-3,-4,-1
1058,12,45,-4,3,-2,4
1059,12,45,-2,4,3,-4
1060,12,45,2,4,-3,4
1061,12,45,4,2,3,-4
1062,12,49,4,-1,4,-4
1063,12,50,-4,-4,3,-3
1064,12,50,-3,-4,-3,-4
1065,12,50,3,-3,-4,-4
1066,13,4,-1,-1,-1,1
1067,13,9,-2,-1,2,0
1068,13,9,-2,2,1,0
1069,13,9,1,-2,2,0
1070,13,10,-2,-1,-1,-2
1071,13,10,-1,2,-2,1
1072,13,10,1,-2,-1,-2
1073,13,10,1,1,-2,-2
1074,13,10,2,-2,-1,1
1075,13,10,2,1,-2,1
1076,13,11,0,1,1,-3
1077,13,15,-1,-1,2,3
1078,13,15,-1,2,1,3
1079,13,15,2,1,1,3
1080,13,16,-2,2,-2,-2
1081,13,17,0,-2,2,-3
1082,13,17,1,4,0,0
1083,13,17,4,0,1,0
1084,13,18,-4,0,-1,1
1085,13,18,-1,-4,0,1
1086,13,18,0,-1,-1,4
1087,13,18,0,1,4,-1
1088,13,19,-1,-1,-4,-1
1089,13,19,3,0,1,-3
1090,13,21,0,-1,-4,2
1091,13,21,2,-2,2,3
1092,13,22,1,1,4,2
1093,13,23,-3,-1,2,-3
1094,13,23,-3,2,1,-3
1095,13,24,-2,-4,0,-2
1096,13,24,0,2,-2,4
1097,13,24,4,0,-2,-2
1098,13,25,0,4,0,-3
1099,13,25,2,-2,-4,-1
1100,13,25,4,3,0,0
1101,13,26,-4,-3,0,1
1102,13,26,-3,0,-1,4
1103,13,26,0,4,3,-1
1104,13,26,3,0,4,-1
1105,13,27,-1,-4,-3,-1
1106,13,27,3,3,0,-3
1107,13,28,-2,2,4,2
1108,13,28,3,3,3,-1
1109,13,29,-4,0,2,3
1110,13,29,-3,0,-4,2
1111,13,29,-2,-4,3,0
1112,13,29,0,-4,-3,2
1113,13,29,2,4,0,3
1114,13,29,4,-3,2,0
1115,13,30,-4,3,-2,1
1116,13,30,-3,2,4,-1
1117,13,30,1,4,-3,-2
1118,13,30,1,4,3,2
1119,13,30,2,4,-3,1
1120,13,30,3,-2,-1,4
1121,13,30,3,1,-2,4
1122,13,30,4,-3,-1,-2
1123,13,31,-3,-3,-3,2
1124,13,31,3,-3,2,-3
1125,13,32,0,-4,0,4
1126,13,33,-4,0,-4,-1
1127,13,33,3,-2,-4,2
1128,13,34,-3,-3,0,4
1129,13,34,-1,1,4,-4
1130,13,35,-4,-3,-3,-1
1131,13,35,-4,3,1,3
1132,13,35,-1,-4,3,3
1133,13,36,2,0,4,-4
1134,13,36,4,0,4,2
1135,13,37,-2,-1,-4,-4
1136,13,37,1,-2,-4,-4
1137,13,38,-3,3,-2,4
1138,13,38,2,3,3,-4
1139,13,38,4,3,-3,-2
1140,13,38,4,3,3,2
1141,13,42,-1,4,3,-4
1142,13,43,-4,-3,3,3
1143,13,43,-3,-4,3,-3
1144,13,45,-2,-4,-3,-4
1145,13,50,3,4,-3,4
1146,13,52,-4,2,4,-4
1147,13,57,4,-3,-4,-4
1148,14,6,-1,-1,2,0
1149,14,6,-1,2,1,0
1150,14,6,2,1,1,0
1151,14,7,-1,-1,-1,-2
1152,14,9,0,2,-2,1
1153,14,11,-3,0,-1,1
1154,14,12,1,1,1,-3
1155,14,12,2,-2,2,0
1156,14,13,-1,2,-2,-2
1157,14,13,2,-2,-1,-2
1158,14,13,2,1,-2,-2
1159,14,14,0,-1,2,3
1160,14,14,0,2,1,3
1161,14,15,3,-2,-1,1
1162,14,15,3,1,-2,1
1163,14,17,0,-4,0,1
1164,14,18,-2,-1,2,-3
1165,14,18,-2,2,1,-3
1166,14,18,0,-1,-4,-1
1167,14,18,1,-2,2,-3
1168,14,19,-3,-3,0,1
1169,14,19,1,-1,-1,4
1170,14,19,1,1,4,-1
1171,14,20,-4,0,2,0
1172,14,20,2,4,0,0
1173,14,20,3,1,1,3
1174,14,21,-4,0,-1,-2
1175,14,21,-2,0,-1,4
1176,14,21,-1,-4,0,-2
1177,14,22,-3,0,2,3
1178,14,22,1,-1,-4,2
1179,14,23,-3,3,-2,1
1180,14,24,-2,0,-4,2
1181,14,25,-2,2,4,-1
1182,14,25,-1,2,4,2
1183,14,25,1,2,-2,4
1184,14,25,2,1,4,2
1185,14,26,-4,3,1,0
1186,14,26,-3,0,-4,-1
1187,14,26,-2,-3,-3,2
1188,14,26,-1,-4,3,0
1189,14,26,0,-4,-3,-1
1190,14,26,1,4,0,-3
1191,14,26,3,-2,2,3
1192,14,26,4,0,1,-3
1193,14,27,1,4,3,-1
1194,14,28,-3,-3,-3,-1
1195,14,28,-3,3,1,3
1196,14,29,-4,-3,0,-2
1197,14,29,-2,-3,0,4
1198,14,30,1,-4,-3,2
1199,14,30,3,-2,-4,-1
1200,14,33,-4,3,-2,-2
1201,14,33,-2,3,-2,4
1202,14,33,0,1,4,-4
1203,14,33,1,-4,0,4
1204,14,33,2,4,-3,-2
1205,14,33,2,4,3,2
1206,14,33,4,0,4,-1
1207,14,34,-4,-3,3,0
1208,14,34,-1,-1,-4,-4
1209,14,34,0,-4,3,3
1210,14,34,3,4,0,3
1211,14,34,4,3,0,-3
1212,14,35,3,4,-3,1
1213,14,35,4,3,3,-1
1214,14,36,-3,-3,3,3
1215,14,37,4,-2,-1,4
1216,14,37,4,1,-2,4
1217,14,38,-2,-4,3,-3
1218,14,38,4,-3,2,-3
1219,14,40,2,-2,-4,-4
1220,14,40,4,-2,-4,2
1221,14,41,0,4,3,-4
1222,14,41,3,0,4,-4
1223,14,42,-1,-4,-3,-4
1224,14,43,3,3,3,-4
1225,14,45,-4,3,4,2
1226,14,45,-3,2,4,-4
1227,14,48,-4,0,-4,-4
1228,14,50,-4,-3,-3,-4
1229,14,57,4,4,-3,4
1230,15,5,0,-1,2,0
1231,15,5,0,2,1,0
1232,15,6,-2,0,-1,1
1233,15,6,0,-1,-1,-2
1234,15,10,1,2,-2,1
1235,15,11,3,1,1,0
1236,15,12,0,2,-2,-2
1237,15,13,-3,0,2,0
1238,15,14,-3,0,-1,-2
1239,15,14,-2,-3,0,1
1240,15,15,-1,-1,2,-3
1241,15,15,-1,2,1,-3
1242,15,15,1,-1,2,3
1243,15,15,1,2,1,3
1244,15,15,2,1,1,-3
1245,15,17,-2,0,2,3
1246,15,17,3,-2,2,0
1247,15,18,-2,3,-2,1
1248,15,18,-1,0,-1,4
1249,15,18,1,-4,0,1
1250,15,18,3,-2,-1,-2
1251,15,18,3,1,-2,-2
1252,15,19,-3,3,1,0
1253,15,19,1,-1,-4,-1
1254,15,20,0,-4,0,-2
1255,15,21,-2,0,-4,-1
1256,15,21,-1,0,-4,2
1257,15,21,2,-2,2,-3
1258,15,22,-3,-3,0,-2
1259,15,22,-1,2,4,-1
1260,15,22,2,-1,-1,4
1261,15,22,2,1,4,-1
1262,15,22,4,-2,-1,1
1263,15,22,4,1,-2,1
1264,15,23,-2,-3,-3,-1
1265,15,23,-2,3,1,3
1266,15,23,-1,-3,-3,2
1267,15,24,0,2,4,2
1268,15,25,0,-4,3,0
1269,15,25,2,-1,-4,2
1270,15,25,3,4,0,0
1271,15,26,-3,3,-2,-2
1272,15,26,-1,-3,0,4
1273,15,27,-3,-3,3,0
1274,15,27,1,-4,-3,-1
1275,15,27,4,1,1,3
1276,15,28,2,2,-2,4
1277,15,29,-4,0,2,-3
1278,15,29,2,4,0,-3
1279,15,30,-1,3,-2,4
1280,15,30,2,4,3,-1
1281,15,30,3,1,4,2
1282,15,31,-2,-3,3,3
1283,15,33,-4,-2,-3,2
1284,15,33,0,-1,-4,-4
1285,15,33,2,-4,-3,2
1286,15,33,4,-2,2,3
1287,15,34,-4,1,-1,4
1288,15,34,1,1,4,-4
1289,15,35,-4,3,1,-3
1290,15,35,-1,-4,3,-3
1291,15,35,1,-4,3,3
1292,15,36,-4,-2,0,4
1293,15,36,2,-4,0,4
1294,15,37,-4,1,-4,2
1295,15,37,4,-2,-4,-1
1296,15,38,-3,3,4,2
1297,15,38,3,4,-3,-2
1298,15,38,3,4,3,2
1299,15,40,-2,2,4,-4
1300,15,41,-3,0,-4,-4
1301,15,41,0,-4,-3,-4
1302,15,41,4,4,0,3
1303,15,42,-4,3,4,-1
1304,15,42,1,4,3,-4
1305,15,42,4,4,-3,1
1306,15,43,-4,-3,3,-3
1307,15,43,-3,-3,-3,-4
1308,15,45,3,-2,-4,-4
1309,15,48,4,0,4,-4
1310,15,50,4,3,3,-4
1311,15,52,-4,4,-2,4
1312,16,6,1,-1,2,0
1313,16,6,1,2,1,0
1314,16,7,1,-1,-1,-2
1315,16,7,2,-1,-1,1
1316,16,8,-2,0,2,0
1317,16,9,-2,0,-1,-2
1318,16,11,-1,-3,0,1
1319,16,13,1,2,-2,-2
1320,16,13,2,2,-2,1
1321,16,14,-2,3,1,0
1322,16,14,-1,0,2,3
1323,16,14,0,-1,2,-3
1324,16,14,0,2,1,-3
1325,16,15,-1,3,-2,1
1326,16,17,-2,-3,0,-2
1327,16,17,0,0,-1,4
1328,16,18,-1,0,-4,-1
1329,16,18,2,-1,2,3
1330,16,18,2,2,1,3
1331,16,18,4,1,1,0
1332,16,19,-4,1,-1,1
1333,16,20,-1,-3,-3,-1
1334,16,20,-1,3,1,3
1335,16,20,0,0,-4,2
1336,16,20,3,1,1,-3
1337,16,21,-4,-2,0,1
1338,16,21,-2,3,-2,-2
1339,16,21,0,2,4,-1
1340,16,21,1,-4,0,-2
1341,16,21,2,-4,0,1
1342,16,22,-3,0,2,-3
1343,16,22,-2,-3,3,0
1344,16,22,0,-3,-3,2
1345,16,22,2,-1,-4,-1
1346,16,24,4,-2,2,0
1347,16,25,0,-3,0,4
1348,16,25,1,2,4,2
1349,16,25,4,-2,-1,-2
1350,16,25,4,1,-2,-2
1351,16,26,-3,-2,-3,2
1352,16,26,1,-4,3,0
1353,16,26,3,-2,2,-3
1354,16,27,-3,1,-1,4
1355,16,27,3,-1,-1,4
1356,16,27,3,1,4,-1
1357,16,28,-3,3,1,-3
1358,16,28,-1,-3,3,3
1359,16,29,-3,-2,0,4
1360,16,29,0,3,-2,4
1361,16,30,-4,-2,-3,-1
1362,16,30,-4,1,2,3
1363,16,30,-3,1,-4,2
1364,16,30,2,-4,-3,-1
1365,16,30,3,-1,-4,2
1366,16,32,4,4,0,0
1367,16,33,-2,3,4,2
1368,16,33,3,2,-2,4
1369,16,34,-4,1,-4,-1
1370,16,34,0,-4,3,-3
1371,16,34,1,-1,-4,-4
1372,16,34,3,4,0,-3
1373,16,35,-3,3,4,-1
1374,16,35,3,4,3,-1
1375,16,36,-3,-3,3,-3
1376,16,36,-2,0,-4,-4
1377,16,37,-4,4,-2,1
1378,16,37,-1,2,4,-4
1379,16,37,2,1,4,-4
1380,16,37,4,1,4,2
1381,16,38,-4,-2,3,3
1382,16,38,-2,-3,-3,-4
1383,16,38,2,-4,3,3
1384,16,38,3,-4,-3,2
1385,16,41,3,-4,0,4
1386,16,42,-4,4,1,3
1387,16,42,1,-4,-3,-4
1388,16,45,-3,4,-2,4
1389,16,45,2,4,3,-4
1390,16,45,4,4,-3,-2
1391,16,45,4,4,3,2
1392,16,52,4,-2,-4,-4
1393,16,57,-4,3,4,-4
1394,17,5,-1,0,2,0
1395,17,6,-1,0,-1,-2
1396,17,9,2,-1,2,0
1397,17,9,2,2,1,0
1398,17,10,0,-3,0,1
1399,17,10,2,-1,-1,-2
1400,17,11,-1,3,1,0
1401,17,12,-3,1,-1,1
1402,17,12,3,-1,-1,1
1403,17,13,0,0,2,3
1404,17,14,-3,-2,0,1
1405,17,14,-1,-3,0,-2
1406,17,14,0,3,-2,1
1407,17,15,1,-1,2,-3
1408,17,15,1,2,1,-3
1409,17,16,2,2,-2,-2
1410,17,17,-2,0,2,-3
1411,17,17,0,0,-4,-1
1412,17,18,-1,3,-2,-2
1413,17,18,1,0,-1,4
1414,17,18,3,2,-2,1
1415,17,19,-1,-3,3,0
1416,17,19,0,-3,-3,-1
1417,17,19,0,3,1,3
1418,17,21,-4,1,2,0
1419,17,21,-2,-2,-3,2
1420,17,21,1,0,-4,2
1421,17,22,-4,1,-1,-2
1422,17,22,-2,1,-1,4
1423,17,22,1,2,4,-1
1424,17,23,-3,-2,-3,-1
1425,17,23,-3,1,2,3
1426,17,23,-2,3,1,-3
1427,17,23,1,-3,-3,2
1428,17,23,3,-1,2,3
1429,17,23,3,2,1,3
1430,17,24,-4,-2,0,-2
1431,17,24,-2,-2,0,4
1432,17,24,2,-4,0,-2
1433,17,25,-2,1,-4,2
1434,17,26,1,-3,0,4
1435,17,26,3,-4,0,1
1436,17,27,-3,1,-4,-1
1437,17,27,0,-3,3,3
1438,17,27,3,-1,-4,-1
1439,17,27,4,1,1,-3
1440,17,28,2,2,4,2
1441,17,29,-4,-2,3,0
1442,17,29,2,-4,3,0
1443,17,30,-3,4,-2,1
1444,17,30,-2,3,4,-1
1445,17,30,-1,3,4,2
1446,17,30,1,3,-2,4
1447,17,31,-3,-2,3,3
1448,17,31,-2,-3,3,-3
1449,17,33,-4,4,1,0
1450,17,33,-1,0,-4,-4
1451,17,33,4,-2,2,-3
1452,17,34,4,-1,-1,4
1453,17,34,4,1,4,-1
1454,17,35,-3,4,1,3
1455,17,35,-1,-3,-3,-4
1456,17,35,1,-4,3,-3
1457,17,35,3,-4,-3,-1
1458,17,36,0,2,4,-4
1459,17,37,2,-1,-4,-4
1460,17,37,4,-1,-4,2
1461,17,40,-4,4,-2,-2
1462,17,40,-2,4,-2,4
1463,17,40,4,2,-2,4
1464,17,41,4,4,0,-3
1465,17,42,3,1,4,-4
1466,17,42,4,4,3,-1
1467,17,43,3,-4,3,3
1468,17,45,-4,-2,-3,-4
1469,17,45,2,-4,-3,-4
1470,17,45,4,-4,-3,2
1471,17,48,4,-4,0,4
1472,17,49,-4,1,-4,-4
1473,17,50,-3,3,4,-4
1474,17,50,3,4,3,-4
1475,17,52,-4,4,4,2
1476,18,4,0,0,2,0
1477,18,5,0,0,-1,-2
1478,18,7,-2,1,-1,1
1479,18,9,-2,-2,0,1
1480,18,10,0,3,1,0
1481,18,11,1,-3,0,1
1482,18,13,0,-3,0,-2
1483,18,14,-3,1,2,0
1484,18,14,-1,0,2,-3
1485,18,14,1,0,2,3
1486,18,14,3,-1,2,0
1487,18,14,3,2,1,0
1488,18,15,-3,1,-1,-2
1489,18,15,1,3,-2,1
1490,18,15,3,-1,-1,-2
1491,18,17,-3,-2,0,-2
1492,18,17,0,3,-2,-2
1493,18,18,-2,-2,-3,-1
1494,18,18,-2,1,2,3
1495,18,18,-1,-2,-3,2
1496,18,18,0,-3,3,0
1497,18,18,1,0,-4,-1
1498,18,18,2,-1,2,-3
1499,18,18,2,2,1,-3
1500,18,19,-1,1,-1,4
1501,18,19,4,-1,-1,1
1502,18,20,-1,3,1,-3
1503,18,20,1,-3,-3,-1
1504,18,20,1,3,1,3
1505,18,21,-1,-2,0,4
1506,18,21,2,0,-1,4
1507,18,21,3,2,-2,-2
1508,18,22,-3,-2,3,0
1509,18,22,-2,1,-4,-1
1510,18,22,-1,1,-4,2
1511,18,24,2,0,-4,2
1512,18,25,-2,4,-2,1
1513,18,25,2,2,4,-1
1514,18,25,4,2,-2,1
1515,18,26,-3,4,1,0
1516,18,26,-2,-2,3,3
1517,18,26,2,-3,-3,2
1518,18,27,-1,3,4,-1
1519,18,28,-1,-3,3,-3
1520,18,28,1,-3,3,3
1521,18,29,0,3,4,2
1522,18,29,2,-3,0,4
1523,18,29,3,-4,0,-2
1524,18,30,-4,-1,-3,2
1525,18,30,-4,1,2,-3
1526,18,30,-2,4,1,3
1527,18,30,4,-1,2,3
1528,18,30,4,2,1,3
1529,18,32,0,0,-4,-4
1530,18,33,-4,-1,0,4
1531,18,33,-3,4,-2,-2
1532,18,33,2,3,-2,4
1533,18,33,3,2,4,2
1534,18,33,4,-4,0,1
1535,18,34,0,-3,-3,-4
1536,18,34,3,-4,3,0
1537,18,34,4,-1,-4,-1
1538,18,37,-4,2,-1,4
1539,18,37,-1,4,-2,4
1540,18,37,1,2,4,-4
1541,18,38,-4,-2,3,-3
1542,18,38,-3,-2,-3,-4
1543,18,38,2,-4,3,-3
1544,18,40,-4,-4,-2,2
1545,18,40,-4,2,-4,2
1546,18,42,-4,4,1,-3
1547,18,42,-3,1,-4,-4
1548,18,42,3,-1,-4,-4
1549,18,42,4,-4,-3,-1
1550,18,45,-3,4,4,2
1551,18,45,-2,3,4,-4
1552,18,49,-4,-4,1,4
1553,18,49,-4,4,4,-1
1554,18,49,4,1,4,-4
1555,18,50,3,-4,-3,-4
1556,18,50,4,-4,3,3
1557,18,57,4,4,3,-4
1558,19,5,1,0,2,0
1559,19,6,-1,-2,0,1
1560,19,6,1,0,-1,-2
1561,19,6,2,0,-1,1
1562,19,9,-2,1,2,0
1563,19,10,-2,1,-1,-2
1564,19,11,1,3,1,0
1565,19,12,-2,-2,0,-2
1566,19,13,0,0,2,-3
1567,19,14,1,-3,0,-2
1568,19,14,2,-3,0,1
1569,19,15,-1,-2,-3,-1
1570,19,15,-1,1,2,3
1571,19,17,-2,-2,3,0
1572,19,17,0,-2,-3,2
1573,19,17,2,0,2,3
1574,19,18,-4,-1,0,1
1575,19,18,0,1,-1,4
1576,19,18,1,3,-2,-2
1577,19,18,2,3,-2,1
1578,19,19,-1,1,-4,-1
1579,19,19,0,3,1,-3
1580,19,19,1,-3,3,0
1581,19,20,0,-2,0,4
1582,19,21,-2,4,1,0
1583,19,21,0,1,-4,2
1584,19,21,2,0,-4,-1
1585,19,21,4,-1,2,0
1586,19,21,4,2,1,0
1587,19,22,-4,2,-1,1
1588,19,22,-1,4,-2,1
1589,19,22,4,-1,-1,-2
1590,19,23,-3,-1,-3,2
1591,19,23,-3,1,2,-3
1592,19,23,-1,-2,3,3
1593,19,23,2,-3,-3,-1
1594,19,23,2,3,1,3
1595,19,23,3,-1,2,-3
1596,19,23,3,2,1,-3
1597,19,26,-3,-1,0,4
1598,19,26,0,3,4,-1
1599,19,26,3,0,-1,4
1600,19,27,-4,-1,-3,-1
1601,19,27,-1,4,1,3
1602,19,27,0,-3,3,-3
1603,19,28,-2,4,-2,-2
1604,19,28,4,2,-2,-2
1605,19,29,3,0,-4,2
1606,19,30,-3,2,-1,4
1607,19,30,1,3,4,2
1608,19,30,3,2,4,-1
1609,19,31,-3,-2,3,-3
1610,19,31,2,-3,3,3
1611,19,31,3,-3,-3,2
1612,19,33,-4,2,2,3
1613,19,33,-3,-4,-2,2
1614,19,33,-3,2,-4,2
1615,19,33,-2,-2,-3,-4
1616,19,33,1,0,-4,-4
1617,19,34,-4,-4,1,1
1618,19,34,3,-3,0,4
1619,19,35,-4,-1,3,3
1620,19,35,-3,4,1,-3
1621,19,35,1,-3,-3,-4
1622,19,36,0,4,-2,4
1623,19,36,4,-4,0,-2
1624,19,37,-4,-4,-2,-1
1625,19,37,-4,2,-4,-1
1626,19,37,-2,1,-4,-4
1627,19,38,3,3,-2,4
1628,19,40,-2,4,4,2
1629,19,40,2,2,4,-4
1630,19,40,4,2,4,2
1631,19,41,4,-4,3,0
1632,19,42,-3,-4,1,4
1633,19,42,-3,4,4,-1
1634,19,42,-1,3,4,-4
1635,19,43,3,-4,3,-3
1636,19,49,4,-1,-4,-4
1637,19,57,-4,-4,4,3
1638,19,57,4,-4,-3,-4
1639,19,64,-4,4,4,-4
1640,20,5,0,-2,0,1
1641,20,6,-1,1,2,0
1642,20,7,-1,1,-1,-2
1643,20,8,2,0,2,0
1644,20,9,-1,-2,0,-2
1645,20,9,2,0,-1,-2
1646,20,11,-3,-1,0,1
1647,20,11,3,0,-1,1
1648,20,14,-1,-2,3,0
1649,20,14,0,-2,-3,-1
1650,20,14,0,1,2,3
1651,20,14,1,0,2,-3
1652,20,14,2,3,1,0
1653,20,15,-3,2,-1,1
1654,20,17,2,-3,0,-2
1655,20,18,-2,-1,-3,2
1656,20,18,-2,1,2,-3
1657,20,18,-1,4,1,0
1658,20,18,0,1,-4,-1
1659,20,18,1,-2,-3,2
1660,20,19,1,1,-1,4
1661,20,19,3,-3,0,1
1662,20,20,-3,-1,-3,-1
1663,20,20,1,3,1,-3
1664,20,21,-4,-1,0,-2
1665,20,21,-2,-1,0,4
1666,20,21,0,4,-2,1
1667,20,21,1,-2,0,4
1668,20,21,2,3,-2,-2
1669,20,22,0,-2,3,3
1670,20,22,1,1,-4,2
1671,20,22,2,-3,3,0
1672,20,22,3,0,2,3
1673,20,23,3,3,-2,1
1674,20,24,-4,2,2,0
1675,20,25,-4,2,-1,-2
1676,20,25,-2,2,-1,4
1677,20,25,-1,4,-2,-2
1678,20,26,-4,-1,3,0
1679,20,26,-3,2,2,3
1680,20,26,-2,-2,3,-3
1681,20,26,0,4,1,3
1682,20,26,3,0,-4,-1
1683,20,27,-3,-4,1,1
1684,20,27,1,3,4,-1
1685,20,28,-3,-1,3,3
1686,20,28,-2,-4,-2,2
1687,20,28,-2,2,-4,2
1688,20,28,1,-3,3,-3
1689,20,28,3,-3,-3,-1
1690,20,28,3,3,1,3
1691,20,30,-3,-4,-2,-1
1692,20,30,-3,2,-4,-1
1693,20,30,-2,4,1,-3
1694,20,30,-1,-2,-3,-4
1695,20,30,4,-1,2,-3
1696,20,30,4,2,1,-3
1697,20,33,2,3,4,2
1698,20,33,4,0,-1,4
1699,20,34,-1,1,-4,-4
1700,20,36,2,0,-4,-4
1701,20,36,3,-3,3,3
1702,20,36,4,0,-4,2
1703,20,37,-4,-4,1,-2
1704,20,37,-2,-4,1,4
1705,20,37,-2,4,4,-1
1706,20,37,-1,4,4,2
1707,20,37,1,4,-2,4
1708,20,37,4,2,4,-1
1709,20,38,2,-3,-3,-4
1710,20,38,4,-3,-3,2
1711,20,41,0,3,4,-4
1712,20,41,4,-3,0,4
1713,20,42,-4,-1,-3,-4
1714,20,45,3,2,4,-4
1715,20,45,4,3,-2,4
1716,20,48,-4,-4,4,0
1717,20,50,-3,-4,4,3
1718,20,50,4,-4,3,-3
1719,20,52,-4,-4,-2,-4
1720,20,52,-4,2,-4,-4
1721,20,57,-3,4,4,-4
