HA,4,97,w1,w2,w3,w4
4206,28,9,-2,0,1,2
4207,28,9,0,2,-2,-1
4208,28,10,-2,2,1,-1
4209,28,11,3,-1,0,1
4210,28,12,1,-1,3,1
4211,28,13,-3,0,-2,0
4212,28,13,0,-3,0,2
4213,28,14,3,1,0,-2
4214,28,15,-2,-1,3,-1
4215,28,15,1,1,3,-2
4216,28,15,2,-1,-3,-1
4217,28,17,0,1,0,-4
4218,28,18,-3,-3,0,0
4219,28,18,-2,3,-1,2
4220,28,18,1,0,1,4
4221,28,18,3,2,-2,1
4222,28,19,-3,-1,0,-3
4223,28,19,-1,-3,-3,0
4224,28,20,-1,-1,-3,-3
4225,28,21,0,-4,2,-1
4226,28,21,3,-2,2,-2
4227,28,22,-1,2,4,1
4228,28,22,1,4,1,-2
4229,28,22,2,-4,-1,-1
4230,28,24,0,-2,2,-4
4231,28,25,2,-2,-1,-4
4232,28,26,-5,0,1,0
4233,28,26,-3,-2,-2,3
4234,28,26,-3,2,-2,-3
4235,28,26,-2,-3,3,2
4236,28,26,-1,0,-5,0
4237,28,26,2,-3,-3,2
4238,28,26,4,1,3,0
4239,28,27,-1,-4,-1,-3
4240,28,27,1,3,-1,4
4241,28,28,1,5,-1,1
4242,28,29,0,3,-4,2
4243,28,29,3,0,-2,4
4244,28,30,-2,1,3,-4
4245,28,30,-1,3,2,4
4246,28,30,2,1,-3,-4
4247,28,30,3,-4,2,1
4248,28,30,4,2,1,3
4249,28,31,-2,1,-1,5
4250,28,31,-2,5,-1,-1
4251,28,31,-1,5,2,1
4252,28,33,-4,3,2,2
4253,28,33,-1,0,4,4
4254,28,33,0,-2,-2,5
4255,28,33,2,0,-5,2
4256,28,33,2,2,4,3
4257,28,33,3,4,-2,-2
4258,28,33,4,4,1,0
4259,28,34,-3,3,-4,0
4260,28,34,-2,-2,1,5
4261,28,34,1,-2,5,-2
4262,28,34,2,2,-5,-1
4263,28,34,3,-3,0,4
4264,28,34,5,-2,-1,-2
4265,28,35,-5,3,-1,0
4266,28,35,-3,1,-4,3
4267,28,35,1,-3,3,4
4268,28,35,4,-1,3,3
4269,28,36,-5,1,-1,3
4270,28,36,-4,0,4,2
4271,28,36,0,4,-2,-4
4272,28,36,2,4,4,0
4273,28,36,5,-1,-3,1
4274,28,37,-4,2,4,-1
4275,28,37,-2,4,1,-4
4276,28,37,-1,4,4,-2
4277,28,38,-4,-3,-3,-2
4278,28,38,-3,-4,2,-3
4279,28,38,3,0,2,-5
4280,28,39,-5,-2,1,3
4281,28,39,-5,2,1,-3
4282,28,39,-1,-2,-5,3
4283,28,39,-1,2,-5,-3
4284,28,39,5,1,-3,-2
4285,28,42,0,1,-4,5
4286,28,42,0,5,-4,-1
4287,28,42,1,-4,-4,-3
4288,28,42,2,5,2,3
4289,28,43,-5,-3,3,0
4290,28,43,-3,-5,0,3
4291,28,43,1,-4,5,1
4292,28,43,3,3,0,-5
4293,28,43,4,3,3,-3
4294,28,43,5,-4,-1,1
4295,28,44,-5,-1,3,-3
4296,28,44,-1,-5,-3,3
4297,28,44,1,3,3,-5
4298,28,45,-4,0,-5,-2
4299,28,45,4,-2,5,0
4300,28,46,-4,-2,-5,1
4301,28,46,-4,1,2,5
4302,28,46,-4,5,2,-1
4303,28,46,-2,-4,5,-1
4304,28,46,2,-5,1,-4
4305,28,49,-2,-2,5,-4
4306,28,49,4,-4,-4,-1
4307,28,50,0,-5,0,5
4308,28,50,3,3,-4,4
4309,28,50,4,0,5,-3
4310,28,51,-4,-5,-3,1
4311,28,51,-4,-1,-3,-5
4312,28,51,1,0,5,-5
4313,28,51,3,5,-4,1
4314,28,51,4,5,-1,3
4315,28,51,5,0,-1,-5
4316,28,52,4,-2,-4,-4
4317,28,54,-2,4,-3,5
4318,28,54,3,-5,4,-2
4319,28,55,5,-5,1,-2
4320,28,55,5,2,-5,1
4321,28,57,-4,4,0,5
4322,28,57,0,-5,4,-4
4323,28,58,-4,-4,-1,-5
4324,28,58,2,-2,-5,5
4325,28,59,-5,4,-3,3
4326,28,59,-3,3,5,4
4327,28,59,-3,5,-4,-3
4328,28,59,0,5,5,3
4329,28,59,3,-3,4,-5
4330,28,59,5,-3,-3,4
4331,28,60,-5,5,-1,-3
4332,28,60,-3,5,5,1
4333,28,60,5,-3,1,-5
4334,28,61,-4,-2,4,5
4335,28,61,-2,-4,-4,-5
4336,28,61,2,4,-5,-4
4337,28,61,4,-5,-2,-4
4338,28,61,5,4,4,2
4339,28,63,-2,-5,3,5
4340,28,63,2,-5,-3,5
4341,28,64,-4,4,4,-4
4342,28,66,4,-4,5,3
4343,28,66,5,0,-5,4
4344,28,68,-5,-5,3,3
4345,28,68,5,3,-3,-5
4346,28,70,-4,2,-5,-5
4347,28,70,5,2,4,5
4348,28,70,5,4,-5,-2
4349,28,73,-4,-4,-5,4
4350,28,75,-5,-4,5,-3
4351,28,79,5,5,2,5
4352,28,84,3,5,5,5
4353,29,6,-1,0,1,2
4354,29,7,-1,2,1,-1
4355,29,8,-2,0,-2,0
4356,29,9,1,0,-2,2
4357,29,10,1,2,-2,-1
4358,29,10,2,2,1,1
4359,29,12,-1,-1,3,-1
4360,29,13,-2,-3,0,0
4361,29,14,-2,-1,0,-3
4362,29,14,1,-3,0,2
4363,29,15,-1,3,-1,2
4364,29,15,2,-1,3,1
4365,29,17,-4,0,1,0
4366,29,18,0,-3,-3,0
4367,29,18,1,1,0,-4
4368,29,18,2,1,3,-2
4369,29,18,4,-1,0,1
4370,29,19,0,-1,-3,-3
4371,29,20,3,-1,-3,-1
4372,29,21,-2,-2,-2,3
4373,29,21,-2,2,-2,-3
4374,29,21,0,2,4,1
4375,29,21,2,0,1,4
4376,29,21,4,1,0,-2
4377,29,22,1,-4,2,-1
4378,29,23,-1,-3,3,2
4379,29,25,0,0,-5,0
4380,29,25,1,-2,2,-4
4381,29,25,2,4,1,-2
4382,29,25,4,2,-2,1
4383,29,26,-4,3,-1,0
4384,29,26,-3,3,2,2
4385,29,26,0,-4,-1,-3
4386,29,27,-4,1,-1,3
4387,29,27,-1,1,3,-4
4388,29,27,3,-4,-1,-1
4389,29,28,-1,1,-1,5
4390,29,28,-1,5,-1,-1
4391,29,28,4,-2,2,-2
4392,29,29,-3,0,4,2
4393,29,29,-2,3,-4,0
4394,29,29,0,3,2,4
4395,29,30,-4,-2,1,3
4396,29,30,-4,2,1,-3
4397,29,30,-3,2,4,-1
4398,29,30,-2,1,-4,3
4399,29,30,0,5,2,1
4400,29,30,1,3,-4,2
4401,29,30,2,3,-1,4
4402,29,30,3,-2,-1,-4
4403,29,31,-3,-3,-3,-2
4404,29,31,-1,-2,1,5
4405,29,31,2,5,-1,1
4406,29,31,3,-3,-3,2
4407,29,32,0,0,4,4
4408,29,33,-5,0,-2,-2
4409,29,33,-2,-4,2,-3
4410,29,34,-5,-2,-2,1
4411,29,34,-4,-3,3,0
4412,29,34,-1,4,1,-4
4413,29,34,1,-2,-2,5
4414,29,35,-4,-1,3,-3
4415,29,35,3,1,-3,-4
4416,29,35,5,1,3,0
4417,29,36,0,4,4,-2
4418,29,36,4,0,-2,4
4419,29,37,1,4,-2,-4
4420,29,37,2,-2,5,-2
4421,29,37,4,-4,2,1
4422,29,38,-5,-3,0,-2
4423,29,38,-3,0,-5,-2
4424,29,38,-2,-5,0,3
4425,29,38,0,-2,-5,3
4426,29,38,0,2,-5,-3
4427,29,38,2,-3,3,4
4428,29,38,3,0,-5,2
4429,29,38,3,2,4,3
4430,29,39,-3,-2,-5,1
4431,29,39,-3,1,2,5
4432,29,39,-3,5,2,-1
4433,29,39,3,2,-5,-1
4434,29,39,5,2,1,3
4435,29,40,4,4,-2,-2
4436,29,41,3,4,4,0
4437,29,41,4,-3,0,4
4438,29,42,5,4,1,0
4439,29,43,-5,1,-4,1
4440,29,43,-1,-4,5,-1
4441,29,43,0,-5,-3,3
4442,29,43,1,1,-4,5
4443,29,43,1,5,-4,-1
4444,29,44,-3,-5,-3,1
4445,29,44,-3,-1,-3,-5
4446,29,44,5,-1,3,3
4447,29,45,2,-4,-4,-3
4448,29,45,4,0,2,-5
4449,29,46,-1,-2,5,-4
4450,29,46,2,-4,5,1
4451,29,47,2,3,3,-5
4452,29,47,3,5,2,3
4453,29,50,-4,4,-3,3
4454,29,50,-3,4,0,5
4455,29,50,4,3,0,-5
4456,29,51,-5,-5,0,1
4457,29,51,-5,-1,0,-5
4458,29,51,-4,5,-1,-3
4459,29,51,-3,-4,-1,-5
4460,29,51,-1,4,-3,5
4461,29,51,1,-5,0,5
4462,29,51,3,-5,1,-4
4463,29,52,5,3,3,-3
4464,29,54,-5,3,-4,-2
4465,29,54,-3,-2,4,5
4466,29,54,-2,3,5,4
4467,29,54,-2,5,-4,-3
4468,29,54,2,0,5,-5
4469,29,54,5,-2,5,0
4470,29,55,-2,5,5,1
4471,29,57,-3,4,4,-4
4472,29,57,4,3,-4,4
4473,29,58,-5,-1,-4,4
4474,29,58,-5,2,-2,-5
4475,29,58,-1,-4,-4,-5
4476,29,58,1,-5,4,-4
4477,29,58,4,5,-4,1
4478,29,58,5,-4,-4,-1
4479,29,59,-4,-5,3,3
4480,29,59,5,0,5,-3
4481,29,60,-1,-5,3,5
4482,29,60,1,5,5,3
4483,29,60,5,5,-1,3
4484,29,61,-5,-4,-2,4
4485,29,61,4,-5,4,-2
4486,29,61,5,-2,-4,-4
4487,29,63,-5,3,5,2
4488,29,63,-3,2,-5,-5
4489,29,63,3,-2,-5,5
4490,29,66,-4,-4,5,-3
4491,29,66,-3,-4,-5,4
4492,29,66,3,4,-5,-4
4493,29,66,4,-3,4,-5
4494,29,68,3,-5,-3,5
4495,29,70,-5,-4,2,-5
4496,29,70,5,-5,-2,-4
4497,29,75,-5,4,3,5
4498,29,75,5,-4,5,3
4499,29,76,-5,1,5,5
4500,29,76,-5,5,5,-1
4501,29,91,-5,5,-4,-5
4502,29,91,4,5,5,5
4503,30,5,0,0,1,2
4504,30,6,0,2,1,-1
4505,30,6,2,-1,0,-1
4506,30,10,-3,0,1,0
4507,30,10,-1,-3,0,0
4508,30,11,-1,-1,0,-3
4509,30,11,0,-1,3,-1
4510,30,12,2,0,-2,2
4511,30,13,2,2,-2,-1
4512,30,14,0,3,-1,2
4513,30,15,3,2,1,1
4514,30,17,2,-3,0,2
4515,30,18,-1,-2,-2,3
4516,30,18,-1,2,-2,-3
4517,30,19,-3,3,-1,0
4518,30,19,1,-3,-3,0
4519,30,20,-3,1,-1,3
4520,30,20,1,-1,-3,-3
4521,30,20,3,-1,3,1
4522,30,21,-2,3,2,2
4523,30,21,2,1,0,-4
4524,30,22,0,-3,3,2
4525,30,22,1,2,4,1
4526,30,23,-3,-2,1,3
4527,30,23,-3,2,1,-3
4528,30,23,3,1,3,-2
4529,30,24,-4,0,-2,-2
4530,30,24,-2,0,4,2
4531,30,25,-4,-2,-2,1
4532,30,25,-2,2,4,-1
4533,30,25,2,-4,2,-1
4534,30,26,-2,-3,-3,-2
4535,30,26,-1,3,-4,0
4536,30,26,0,1,3,-4
4537,30,26,1,0,-5,0
4538,30,26,3,0,1,4
4539,30,27,-3,-3,3,0
4540,30,27,-1,1,-4,3
4541,30,27,0,1,-1,5
4542,30,27,0,5,-1,-1
4543,30,27,1,-4,-1,-3
4544,30,27,4,-1,-3,-1
4545,30,27,5,-1,0,1
4546,30,28,-3,-1,3,-3
4547,30,28,2,-2,2,-4
4548,30,29,-4,-3,0,-2
4549,30,30,-1,-4,2,-3
4550,30,30,0,-2,1,5
4551,30,30,1,3,2,4
4552,30,30,3,4,1,-2
4553,30,30,5,1,0,-2
4554,30,31,1,5,2,1
4555,30,33,-2,0,-5,-2
4556,30,33,0,4,1,-4
4557,30,33,1,0,4,4
4558,30,33,2,3,-4,2
4559,30,34,-4,1,-4,1
4560,30,34,-2,-2,-5,1
4561,30,34,-2,1,2,5
4562,30,34,-2,5,2,-1
4563,30,34,4,-4,-1,-1
4564,30,34,5,2,-2,1
4565,30,35,-1,-5,0,3
4566,30,35,3,3,-1,4
4567,30,36,3,5,-1,1
4568,30,37,1,4,4,-2
4569,30,37,2,-2,-2,5
4570,30,37,4,-2,-1,-4
4571,30,37,5,-2,2,-2
4572,30,38,-5,3,2,0
4573,30,38,4,-3,-3,2
4574,30,39,-5,1,2,3
4575,30,39,-2,-5,-3,1
4576,30,39,-2,-1,-3,-5
4577,30,39,1,-2,-5,3
4578,30,39,1,2,-5,-3
4579,30,40,2,4,-2,-4
4580,30,41,-5,0,4,0
4581,30,42,-4,-5,0,1
4582,30,42,-4,-1,0,-5
4583,30,42,0,-4,5,-1
4584,30,42,3,-2,5,-2
4585,30,42,4,1,-3,-4
4586,30,43,-3,4,-3,3
4587,30,43,3,-3,3,4
4588,30,44,-3,5,-1,-3
4589,30,44,1,-5,-3,3
4590,30,45,-4,3,-4,-2
4591,30,45,-2,4,0,5
4592,30,45,0,-2,5,-4
4593,30,45,4,0,-5,2
4594,30,45,4,2,4,3
4595,30,45,5,0,-2,4
4596,30,46,-2,-4,-1,-5
4597,30,46,2,1,-4,5
4598,30,46,2,5,-4,-1
4599,30,46,4,2,-5,-1
4600,30,46,5,-4,2,1
4601,30,48,4,4,4,0
4602,30,49,-4,-1,-4,4
4603,30,49,-4,2,-2,-5
4604,30,49,-2,-2,4,5
4605,30,49,5,4,-2,-2
4606,30,50,-5,4,0,3
4607,30,50,0,4,-3,5
4608,30,50,3,-4,-4,-3
4609,30,50,5,-3,0,4
4610,30,51,-1,3,5,4
4611,30,51,-1,5,-4,-3
4612,30,51,3,-4,5,1
4613,30,52,-4,-4,-2,4
4614,30,52,-3,-5,3,3
4615,30,52,-2,4,4,-4
4616,30,52,-1,5,5,1
4617,30,52,3,3,3,-5
4618,30,54,-5,-2,4,3
4619,30,54,-5,2,4,-3
4620,30,54,-4,3,5,2
4621,30,54,2,-5,0,5
4622,30,54,4,5,2,3
4623,30,54,5,0,2,-5
4624,30,55,-5,-2,-5,-1
4625,30,57,0,-4,-4,-5
4626,30,58,-2,2,-5,-5
4627,30,58,4,-5,1,-4
4628,30,59,-5,-3,-3,-4
4629,30,59,-3,-4,5,-3
4630,30,59,0,-5,3,5
4631,30,59,3,0,5,-5
4632,30,59,5,3,0,-5
4633,30,60,-5,-5,-3,-1
4634,30,61,-4,-4,2,-5
4635,30,61,-2,-4,-5,4
4636,30,61,2,-5,4,-4
4637,30,63,-5,5,2,-3
4638,30,63,2,5,5,3
4639,30,66,-5,0,-5,-4
4640,30,66,-4,4,3,5
4641,30,66,5,3,-4,4
4642,30,67,-4,1,5,5
4643,30,67,-4,5,5,-1
4644,30,67,5,5,-4,1
4645,30,70,-5,-4,-5,2
4646,30,70,4,-2,-5,5
4647,30,70,5,-5,4,-2
4648,30,73,4,4,-5,-4
4649,30,75,4,-5,-3,5
4650,30,75,5,-3,4,-5
4651,30,82,-4,5,-4,-5
4652,30,100,5,5,5,5
4653,31,5,-2,0,1,0
4654,31,6,1,0,1,2
4655,31,7,1,2,1,-1
4656,31,9,0,-3,0,0
4657,31,10,0,-1,0,-3
4658,31,11,3,-1,0,-1
4659,31,12,1,-1,3,-1
4660,31,14,-2,3,-1,0
4661,31,15,-2,1,-1,3
4662,31,15,1,3,-1,2
4663,31,17,-3,0,-2,-2
4664,31,17,0,-2,-2,3
4665,31,17,0,2,-2,-3
4666,31,17,3,0,-2,2
4667,31,18,-3,-2,-2,1
4668,31,18,-2,-2,1,3
4669,31,18,-2,2,1,-3
4670,31,18,-1,3,2,2
4671,31,18,3,2,-2,-1
4672,31,21,-1,0,4,2
4673,31,22,-3,-3,0,-2
4674,31,22,-2,-3,3,0
4675,31,22,-1,2,4,-1
4676,31,22,2,-3,-3,0
4677,31,22,3,-3,0,2
4678,31,22,4,2,1,1
4679,31,23,-2,-1,3,-3
4680,31,23,-1,-3,-3,-2
4681,31,23,1,-3,3,2
4682,31,23,2,-1,-3,-3
4683,31,25,0,3,-4,0
4684,31,25,2,2,4,1
4685,31,26,0,1,-4,3
4686,31,26,3,1,0,-4
4687,31,27,-3,1,-4,1
4688,31,27,1,1,3,-4
4689,31,27,4,-1,3,1
4690,31,28,-5,1,-1,1
4691,31,28,1,1,-1,5
4692,31,28,1,5,-1,-1
4693,31,29,-4,3,2,0
4694,31,29,0,-4,2,-3
4695,31,29,2,0,-5,0
4696,31,30,-5,0,1,-2
4697,31,30,-4,1,2,3
4698,31,30,-1,0,-5,-2
4699,31,30,2,-4,-1,-3
4700,31,30,3,-4,2,-1
4701,31,30,4,1,3,-2
4702,31,31,-5,-2,1,1
4703,31,31,-1,-2,-5,1
4704,31,31,-1,1,2,5
4705,31,31,-1,5,2,-1
4706,31,31,1,-2,1,5
4707,31,32,-4,0,4,0
4708,31,33,2,3,2,4
4709,31,33,3,-2,2,-4
4710,31,33,4,0,1,4
4711,31,34,0,-5,0,3
4712,31,34,1,4,1,-4
4713,31,34,2,5,2,1
4714,31,35,-3,-5,0,1
4715,31,35,-3,-1,0,-5
4716,31,36,-1,-5,-3,1
4717,31,36,-1,-1,-3,-5
4718,31,36,2,0,4,4
4719,31,36,5,-1,-3,-1
4720,31,37,4,4,1,-2
4721,31,38,-3,3,-4,-2
4722,31,38,-2,4,-3,3
4723,31,38,3,3,-4,2
4724,31,39,-5,3,-1,-2
4725,31,39,-2,5,-1,-3
4726,31,40,2,4,4,-2
4727,31,41,-4,4,0,3
4728,31,42,-3,-1,-4,4
4729,31,42,-3,2,-2,-5
4730,31,42,-1,4,0,5
4731,31,42,2,-2,-5,3
4732,31,42,2,2,-5,-3
4733,31,42,3,-2,-2,5
4734,31,42,4,3,-1,4
4735,31,43,-5,-1,-1,4
4736,31,43,-1,-4,-1,-5
4737,31,43,1,-4,5,-1
4738,31,43,4,5,-1,1
4739,31,43,5,-4,-1,-1
4740,31,45,-4,-2,4,3
4741,31,45,-4,2,4,-3
4742,31,45,-3,-4,-2,4
4743,31,45,3,4,-2,-4
4744,31,46,-4,-2,-5,-1
4745,31,46,-1,-2,4,5
4746,31,46,1,-2,5,-4
4747,31,46,5,-2,-1,-4
4748,31,47,-5,-3,3,-2
4749,31,47,-3,3,5,2
4750,31,47,-2,-5,3,3
4751,31,47,2,-5,-3,3
4752,31,47,5,-3,-3,2
4753,31,49,-1,4,4,-4
4754,31,49,4,-2,5,-2
4755,31,50,-4,-3,-3,-4
4756,31,50,0,3,5,4
4757,31,50,0,5,-4,-3
4758,31,50,4,-3,3,4
4759,31,51,-5,4,-3,1
4760,31,51,-4,-5,-3,-1
4761,31,51,0,5,5,1
4762,31,51,1,4,-3,5
4763,31,51,3,1,-4,5
4764,31,51,3,5,-4,-1
4765,31,51,5,1,-3,-4
4766,31,54,-5,2,-3,4
4767,31,54,-4,5,2,-3
4768,31,54,-3,-4,2,-5
4769,31,54,-2,-4,5,-3
4770,31,54,5,0,-5,2
4771,31,54,5,2,4,3
4772,31,55,-5,2,1,-5
4773,31,55,-1,2,-5,-5
4774,31,55,5,2,-5,-1
4775,31,57,-4,0,-5,-4
4776,31,57,4,-4,-4,-3
4777,31,57,5,4,4,0
4778,31,58,-5,-4,1,4
4779,31,58,-1,-4,-5,4
4780,31,58,1,-4,-4,-5
4781,31,58,4,-4,5,1
4782,31,59,-3,4,3,5
4783,31,59,3,-5,0,5
4784,31,59,4,3,3,-5
4785,31,60,-5,-5,3,1
4786,31,60,-5,-1,3,-5
4787,31,60,-3,1,5,5
4788,31,60,-3,5,5,-1
4789,31,60,1,-5,3,5
4790,31,61,-4,-4,-5,2
4791,31,63,5,5,2,3
4792,31,66,3,-5,4,-4
4793,31,66,4,0,5,-5
4794,31,67,5,-5,1,-4
4795,31,68,3,5,5,3
4796,31,75,-3,5,-4,-5
4797,31,76,-5,5,-1,-5
4798,31,79,5,-2,-5,5
4799,31,82,5,4,-5,-4
4800,31,84,5,-5,-3,5
4801,31,91,-5,-4,5,-5
4802,31,91,-5,5,-5,4
4803,32,5,1,0,-2,0
4804,32,9,2,0,1,2
4805,32,10,1,-3,0,0
4806,32,10,2,2,1,-1
4807,32,11,-1,3,-1,0
4808,32,11,1,-1,0,-3
4809,32,12,-2,0,-2,-2
4810,32,12,-1,1,-1,3
4811,32,13,-2,-2,-2,1
4812,32,15,-1,-2,1,3
4813,32,15,-1,2,1,-3
4814,32,15,2,-1,3,-1
4815,32,17,-2,-3,0,-2
4816,32,17,0,3,2,2
4817,32,18,1,-2,-2,3
4818,32,18,1,2,-2,-3
4819,32,18,2,3,-1,2
4820,32,18,4,-1,0,-1
4821,32,19,-4,1,-1,1
4822,32,19,-1,-3,3,0
4823,32,20,-1,-1,3,-3
4824,32,20,0,0,4,2
4825,32,21,-4,0,1,-2
4826,32,21,0,2,4,-1
4827,32,22,-4,-2,1,1
4828,32,22,-3,3,2,0
4829,32,22,-2,1,-4,1
4830,32,22,0,-3,-3,-2
4831,32,23,-3,1,2,3
4832,32,24,4,0,-2,2
4833,32,25,-3,0,4,0
4834,32,25,4,2,-2,-1
4835,32,26,1,3,-4,0
4836,32,26,2,-3,3,2
4837,32,27,1,1,-4,3
4838,32,27,3,-3,-3,0
4839,32,28,3,-1,-3,-3
4840,32,29,0,0,-5,-2
4841,32,29,4,-3,0,2
4842,32,30,-4,3,-1,-2
4843,32,30,-2,-5,0,1
4844,32,30,-2,-1,0,-5
4845,32,30,0,-2,-5,1
4846,32,30,0,1,2,5
4847,32,30,0,5,2,-1
4848,32,30,1,-4,2,-3
4849,32,30,2,1,3,-4
4850,32,30,3,2,4,1
4851,32,31,2,1,-1,5
4852,32,31,2,5,-1,-1
4853,32,31,5,2,1,1
4854,32,33,-2,3,-4,-2
4855,32,33,4,1,0,-4
4856,32,34,-5,-2,-2,-1
4857,32,34,-4,-1,-1,4
4858,32,34,-3,4,0,3
4859,32,34,2,-2,1,5
4860,32,34,3,0,-5,0
4861,32,35,-1,4,-3,3
4862,32,35,0,-5,-3,1
4863,32,35,0,-1,-3,-5
4864,32,35,1,-5,0,3
4865,32,35,3,-4,-1,-3
4866,32,36,-1,5,-1,-3
4867,32,36,5,-1,3,1
4868,32,37,-2,-1,-4,4
4869,32,37,-2,2,-2,-5
4870,32,37,2,4,1,-4
4871,32,37,4,-4,2,-1
4872,32,38,-4,-3,3,-2
4873,32,38,-3,-2,4,3
4874,32,38,-3,2,4,-3
4875,32,38,3,3,2,4
4876,32,39,-3,-2,-5,-1
4877,32,39,3,5,2,1
4878,32,39,5,1,3,-2
4879,32,40,-2,-4,-2,4
4880,32,40,4,-2,2,-4
4881,32,41,0,4,0,5
4882,32,41,3,0,4,4
4883,32,42,-4,4,-3,1
4884,32,42,-2,3,5,2
4885,32,42,0,-4,-1,-5
4886,32,42,5,0,1,4
4887,32,43,-5,1,-4,-1
4888,32,43,-3,-3,-3,-4
4889,32,44,-3,-5,-3,-1
4890,32,44,-1,-5,3,3
4891,32,45,-5,0,-2,-4
4892,32,45,-4,2,-3,4
4893,32,45,0,-2,4,5
4894,32,45,3,4,4,-2
4895,32,45,4,3,-4,2
4896,32,46,-5,-1,-4,2
4897,32,46,-4,2,1,-5
4898,32,46,2,-4,5,-1
4899,32,46,5,4,1,-2
4900,32,47,-3,5,2,-3
4901,32,47,3,-2,-5,3
4902,32,47,3,2,-5,-3
4903,32,48,0,4,4,-4
4904,32,49,-5,-4,-2,2
4905,32,49,-4,-4,1,4
4906,32,49,-2,-4,2,-5
4907,32,49,2,-2,5,-4
4908,32,49,4,-2,-2,5
4909,32,50,-5,-3,0,-4
4910,32,50,-3,0,-5,-4
4911,32,51,-5,-5,0,-1
4912,32,51,-4,-5,3,1
4913,32,51,-4,-1,3,-5
4914,32,51,-1,-4,5,-3
4915,32,51,1,3,5,4
4916,32,51,1,5,-4,-3
4917,32,51,5,3,-1,4
4918,32,52,1,5,5,1
4919,32,52,3,-5,-3,3
4920,32,52,4,4,-2,-4
4921,32,52,5,5,-1,1
4922,32,54,-3,-4,-5,2
4923,32,54,-2,4,3,5
4924,32,54,0,2,-5,-5
4925,32,54,2,4,-3,5
4926,32,55,-2,1,5,5
4927,32,55,-2,5,5,-1
4928,32,57,0,-4,-5,4
4929,32,58,4,1,-4,5
4930,32,58,4,5,-4,-1
4931,32,58,5,-2,5,-2
4932,32,59,-5,3,5,0
4933,32,59,-5,4,3,3
4934,32,59,5,-3,3,4
4935,32,60,-5,1,5,3
4936,32,61,2,-4,-4,-5
4937,32,63,2,-5,3,5
4938,32,66,-5,3,-4,-4
4939,32,66,4,-5,0,5
4940,32,66,5,-4,-4,-3
4941,32,67,-4,5,-1,-5
4942,32,67,5,-4,5,1
4943,32,68,5,3,3,-5
4944,32,70,-2,5,-4,-5
4945,32,73,4,-5,4,-4
4946,32,75,-5,-3,-4,5
4947,32,75,4,5,5,3
4948,32,75,5,0,5,-5
4949,32,82,-4,-4,5,-5
4950,32,82,-4,5,-5,4
4951,32,84,-5,5,5,-3
4952,33,8,2,0,-2,0
4953,33,9,-1,0,-2,-2
4954,33,10,-1,-2,-2,1
4955,33,10,0,3,-1,0
4956,33,11,0,1,-1,3
4957,33,12,-3,1,-1,1
4958,33,13,2,-3,0,0
4959,33,14,-3,0,1,-2
4960,33,14,-1,-3,0,-2
4961,33,14,0,-2,1,3
4962,33,14,0,2,1,-3
4963,33,14,2,-1,0,-3
4964,33,14,3,0,1,2
4965,33,15,-3,-2,1,1
4966,33,15,3,2,1,-1
4967,33,17,-2,3,2,0
4968,33,18,-2,1,2,3
4969,33,18,0,-3,3,0
4970,33,18,1,3,2,2
4971,33,19,-1,1,-4,1
4972,33,19,0,-1,3,-3
4973,33,20,-2,0,4,0
4974,33,20,3,-1,3,-1
4975,33,21,1,0,4,2
4976,33,21,2,-2,-2,3
4977,33,21,2,2,-2,-3
4978,33,22,1,2,4,-1
4979,33,23,-3,3,-1,-2
4980,33,23,1,-3,-3,-2
4981,33,23,3,3,-1,2
4982,33,25,-4,-2,-2,-1
4983,33,27,-3,-1,-1,4
4984,33,27,-1,-5,0,1
4985,33,27,-1,-1,0,-5
4986,33,27,5,-1,0,-1
4987,33,29,-2,4,0,3
4988,33,29,2,3,-4,0
4989,33,30,-1,3,-4,-2
4990,33,30,1,0,-5,-2
4991,33,30,2,1,-4,3
4992,33,31,-5,1,2,1
4993,33,31,-3,-3,3,-2
4994,33,31,1,-2,-5,1
4995,33,31,1,1,2,5
4996,33,31,1,5,2,-1
4997,33,31,3,-3,3,2
4998,33,33,-2,-2,4,3
4999,33,33,-2,2,4,-3
5000,33,33,2,-4,2,-3
5001,33,33,5,0,-2,2
5002,33,34,-4,1,-4,-1
5003,33,34,-2,-2,-5,-1
5004,33,34,-1,-1,-4,4
5005,33,34,-1,2,-2,-5
5006,33,34,0,4,-3,3
5007,33,34,4,-3,-3,0
5008,33,34,5,2,-2,-1
5009,33,35,-3,4,-3,1
5010,33,35,0,5,-1,-3
5011,33,35,3,1,3,-4
5012,33,35,4,-1,-3,-3
5013,33,36,-4,0,-2,-4
5014,33,36,1,-5,-3,1
5015,33,36,1,-1,-3,-5
5016,33,36,3,1,-1,5
5017,33,36,3,5,-1,-1
5018,33,37,-4,-1,-4,2
5019,33,37,-1,-4,-2,4
5020,33,37,4,2,4,1
5021,33,38,-3,2,-3,4
5022,33,38,-2,-3,-3,-4
5023,33,38,2,-5,0,3
5024,33,38,5,-3,0,2
5025,33,39,-3,2,1,-5
5026,33,39,-2,-5,-3,-1
5027,33,39,-1,3,5,2
5028,33,39,3,-2,1,5
5029,33,40,-4,-4,-2,2
5030,33,41,-4,-3,0,-4
5031,33,41,4,0,-5,0
5032,33,42,-5,3,2,-2
5033,33,42,-5,4,0,1
5034,33,42,-4,-5,0,-1
5035,33,42,-3,-4,1,4
5036,33,42,-2,5,2,-3
